iter	MultiClass
2920	0.04863661285
2921	0.04861834655
2922	0.04860484563
2923	0.04857662703
2924	0.04855162522
2925	0.04851355299
2926	0.04849054821
2927	0.048470249
2928	0.04845156117
2929	0.04842438892
2930	0.04841448745
2931	0.04838675018
2932	0.04837216404
2933	0.04835415185
2934	0.04833542516
2935	0.04830719162
2936	0.04828836925
2937	0.04826875166
2938	0.04824216837
2939	0.04821620989
2940	0.04820400346
2941	0.04818554283
2942	0.04817014054
2943	0.04814266037
2944	0.0481302656
2945	0.04809946999
2946	0.04808370895
2947	0.04806085066
2948	0.04803781599
2949	0.04802434497
2950	0.0480049217
2951	0.04798988115
2952	0.04796677473
2953	0.0479496923
2954	0.0479290463
2955	0.04790359306
2956	0.04787627432
2957	0.04785300945
2958	0.04782825279
2959	0.04780072179
2960	0.0477819652
2961	0.04776544481
2962	0.04774412915
2963	0.04772528885
2964	0.0477111063
2965	0.04767443319
2966	0.04765841804
2967	0.04763752091
2968	0.04761245632
2969	0.04758863838
2970	0.04757444089
2971	0.04755783081
2972	0.04754759152
2973	0.0475264343
2974	0.04748918121
2975	0.04746160238
2976	0.04743962901
2977	0.04742189186
2978	0.04739250733
2979	0.04736838744
2980	0.0473439387
2981	0.04731576794
2982	0.04729969898
2983	0.04728474213
2984	0.04726825463
2985	0.04724540531
2986	0.04722854112
2987	0.04720824789
2988	0.04719275292
2989	0.04716575108
2990	0.04713803474
2991	0.04712084767
2992	0.047105269
2993	0.0470851671
2994	0.04706623113
2995	0.04704505299
2996	0.04702357588
2997	0.04698917485
2998	0.04697117462
2999	0.04695817296
